name,theme,overall,C,PF,SF,SG,PG,position,height,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential
Clint Capela,Moments of the Week 4,94,1,0,0,0,0,C,82,92,60,25,95,78,85,82,95,80,88,74,89,48,98,58,57,89,90,92,97,81,30,48,34,33,35,89,53,92,74,60,74,70,58,95,95,95,98,98,65,94
Nikola Vucevic,Moments of the Week 4,92,1,0,0,0,0,C,84,97,90,88,98,90,98,78,85,55,89,93,86,88,94,62,46,65,93,95,85,79,32,35,54,70,82,80,41,80,58,49,69,64,46,79,64,75,90,95,98,92
Zach LaVine,Moments of the Week 4,91,0,0,0,1,0,SG,77,83,82,89,96,83,98,92,70,96,89,38,44,58,95,84,84,98,44,98,95,80,81,86,79,71,86,49,75,75,67,77,77,70,70,50,65,70,35,57,98,91
Buddy Hield,Moments of the Week 4,89,0,0,0,1,0,SG,76,82,92,93,97,89,98,89,25,30,77,48,28,45,94,75,78,78,41,90,80,85,74,86,78,64,82,48,79,75,68,79,78,72,37,51,72,75,45,56,98,89
Ja Morant,Moments of the Week 4,88,0,0,0,0,1,PG,75,84,82,85,85,81,95,86,25,92,69,37,34,37,85,92,92,94,42,95,95,80,92,89,86,90,89,39,82,70,86,84,68,76,67,52,86,50,42,52,90,92
Devonte Graham,Moments of the Week 4,88,0,0,0,0,1,PG,74,84,90,92,60,85,95,79,25,60,85,36,30,32,75,87,87,85,34,95,87,80,86,86,84,79,84,30,80,65,66,80,75,70,49,32,69,70,33,46,90,88
Markelle Fultz,Moments of the Week 4,86,0,0,0,0,1,PG,76,92,84,79,94,88,95,92,30,90,92,44,42,48,95,86,85,85,56,95,75,80,85,87,88,82,88,50,82,80,68,85,82,78,84,47,67,80,57,51,60,86
Bam Adebayo,Moments of the Week 4,86,1,0,0,0,0,C,82,92,76,50,94,74,70,73,90,70,70,52,62,50,84,74,72,90,79,95,93,94,55,40,32,55,44,85,79,88,70,69,84,68,79,84,78,85,93,93,60,86
Fred VanVleet,Moments of the Week 4,86,0,0,0,0,1,PG,72,84,86,88,93,88,95,85,25,35,82,28,30,32,85,85,85,85,42,95,70,80,85,89,84,84,90,27,87,85,79,87,85,57,92,47,57,85,31,46,60,86
Nikola Jokic,Moments of the Week 5,94,1,0,0,0,0,C,84,97,90,83,98,84,98,82,85,70,95,94,93,93,95,63,62,63,94,98,95,85,60,65,80,83,96,70,51,79,70,37,73,78,63,58,79,55,90,94,98,94
Donovan Mitchell,Moments of the Week 5,93,0,0,0,1,0,SG,75,93,90,86,96,85,95,94,50,95,90,38,25,44,80,90,90,97,60,89,90,80,86,86,85,87,88,48,79,79,79,86,80,79,85,47,84,85,37,51,75,93
Josh Richardson,Moments of the Week 5,91,0,0,0,1,0,SG,78,82,84,90,97,86,95,85,50,85,64,32,30,48,85,85,85,82,57,95,95,80,84,78,69,66,68,49,89,90,84,90,89,53,89,70,88,90,36,47,85,91
Spencer Dinwiddie,Moments of the Week 5,91,0,0,0,1,0,SG,78,84,84,85,98,85,95,89,35,50,88,42,50,58,95,79,79,75,30,97,95,70,79,86,85,88,88,42,74,68,70,78,59,68,52,42,68,60,54,56,98,91
Evan Fournier,Moments of the Week 5,89,0,0,0,1,0,SG,79,88,90,93,88,90,95,80,25,55,85,36,30,45,70,79,79,82,60,95,80,84,78,86,75,66,76,38,79,75,69,79,72,54,75,35,54,75,33,48,90,89
De'Andre Hunter,Moments of the Week 5,88,0,0,1,0,0,SF,79,82,84,87,60,78,70,82,65,65,62,51,51,52,90,79,79,85,65,95,80,80,75,70,67,50,64,63,89,85,85,91,85,80,90,54,80,85,55,59,80,88
Marcus Morris Sr,Moments of the Week 5,88,0,0,1,0,0,SF,81,89,92,93,94,84,90,83,65,70,64,52,69,69,84,76,75,78,89,94,85,86,73,60,60,34,44,78,78,78,71,82,78,69,37,51,69,80,44,75,85,88
Terry Rozier III,Moments of the Week 5,86,0,0,0,0,1,PG,73,82,84,84,97,79,90,87,40,85,68,48,45,53,95,85,85,81,62,95,85,76,85,86,89,84,89,55,79,79,72,82,78,68,79,50,68,75,34,66,98,86
Brandon Clarke,Moments of the Week 5,85,0,1,0,0,0,PF,80,72,70,57,40,69,75,68,80,80,40,64,66,65,75,82,83,94,82,90,90,80,72,69,59,43,62,79,73,84,68,82,82,69,82,92,69,85,84,79,95,85
Chris Boucher,Moments of the Week 5,85,0,1,0,0,0,PF,82,78,80,80,64,87,75,62,70,55,39,52,52,44,78,66,66,78,70,85,90,70,59,41,33,26,49,78,68,84,51,62,78,50,53,85,78,75,90,92,85,85
James Harden,Moments of the Week 6,96,0,0,0,1,0,SG,77,95,90,94,80,95,99,98,35,84,98,76,60,84,98,87,87,85,74,98,98,99,87,97,86,92,98,62,79,81,70,80,82,90,83,56,75,80,37,69,50,96
Giannis Antetokounmpo,Moments of the Week 6,95,0,0,1,0,0,SF,83,88,75,75,98,82,98,98,85,95,97,84,80,74,95,93,90,85,70,98,95,95,87,86,81,84,90,86,92,89,89,85,88,90,85,82,91,90,74,94,35,98
Anthony Davis,Moments of the Week 6,95,1,0,0,0,0,C,82,94,80,82,98,85,98,95,95,90,97,92,93,93,98,79,78,86,87,97,96,80,70,65,60,68,72,95,64,95,95,71,82,97,66,88,96,95,96,95,50,96
Pascal Siakam,Moments of the Week 6,95,0,1,0,0,0,PF,81,95,87,88,98,90,90,90,90,80,88,81,70,69,95,84,82,85,70,95,95,82,79,69,65,65,75,86,86,88,83,85,82,75,85,85,76,90,94,94,40,95
Buddy Hield,Moments of the Week 6,92,0,0,0,1,0,SG,76,82,95,95,97,89,98,89,25,30,77,48,28,45,94,85,85,85,41,90,80,85,84,86,78,64,82,48,85,85,68,85,84,72,37,51,72,85,45,56,80,92
Jonas Valanciunas,Moments of the Week 6,91,1,0,0,0,0,C,84,96,84,80,86,80,80,59,85,65,76,80,89,74,95,65,59,54,94,90,95,78,54,35,36,45,65,85,43,88,64,48,54,70,35,89,82,85,95,95,80,91
T.J. Warren,Moments of the Week 6,89,0,0,1,0,0,SF,80,92,84,86,95,82,85,92,50,50,92,62,74,78,85,74,74,75,75,95,70,84,72,79,78,34,75,77,78,74,64,78,75,59,53,57,59,75,37,54,85,89
Hassan Whiteside,Moments of the Week 6,88,1,0,0,0,0,C,84,86,68,39,80,45,60,70,85,71,69,82,75,64,85,66,57,70,86,85,60,66,42,35,60,31,50,85,53,85,80,48,60,84,41,95,90,80,92,98,85,88
Danuel House,Moments of the Week 6,86,0,0,1,0,0,SF,79,77,67,90,79,79,70,78,45,65,58,47,47,51,79,78,78,82,75,95,90,80,75,70,69,31,69,74,85,85,59,85,85,64,84,65,64,80,59,69,85,86
Jarrett Allen,Moments of the Week 6,85,1,0,0,0,0,C,83,82,54,39,88,71,75,74,85,75,66,80,74,60,85,75,72,84,82,92,80,80,44,35,25,34,48,89,41,88,64,53,85,72,37,94,88,90,87,88,70,85
Jimmy Butler,Moments of the Week 7,95,0,0,1,0,0,SF,80,89,82,85,80,86,95,94,40,85,90,72,49,82,93,88,88,78,65,95,97,80,84,86,85,82,84,70,95,95,90,95,95,90,94,53,89,95,54,51,45,95
Jaylen Brown,Moments of the Week 7,93,0,0,0,1,0,SG,79,87,88,89,98,84,95,86,75,95,86,48,42,44,98,86,85,92,69,96,95,82,83,86,82,64,82,65,85,81,84,93,80,75,92,55,89,80,65,72,95,93
Jaren Jackson Jr.,Moments of the Week 7,92,0,1,0,0,0,PF,83,90,89,85,88,82,95,77,95,80,84,85,86,85,80,75,76,75,72,95,95,90,59,35,37,33,50,83,71,84,79,76,71,80,49,93,90,80,92,92,50,92
Davis Bertans,Moments of the Week 7,90,0,1,0,0,0,PF,82,82,92,94,98,88,85,74,75,55,65,70,63,84,98,65,65,65,64,95,95,68,62,68,38,35,45,75,66,69,54,79,58,50,37,56,74,65,74,79,98,90
Rui Hachimura,Moments of the Week 7,89,0,1,0,0,0,PF,80,92,92,76,90,90,90,85,85,85,75,78,84,85,95,79,79,90,79,95,95,80,74,72,75,38,78,80,74,75,70,74,75,68,70,64,68,70,82,82,90,89
Aaron Gordon,Moments of the Week 7,88,0,1,0,0,0,PF,81,82,84,86,97,73,90,80,95,95,74,72,58,60,95,71,67,97,72,98,95,85,66,62,55,64,60,78,79,79,65,81,79,64,74,78,64,80,74,79,90,88
Nemanja Bjelica,Moments of the Week 7,88,0,1,0,0,0,PF,82,88,88,92,95,90,95,78,75,75,84,66,70,78,95,69,69,69,60,95,86,77,68,68,55,42,60,70,69,74,57,65,50,65,42,67,65,75,79,79,70,88
Frank Kaminsky III,Moments of the Week 7,86,0,1,0,0,0,PF,84,91,83,84,88,74,85,78,50,40,68,78,79,79,90,64,64,67,66,95,85,80,44,54,40,49,50,80,40,63,61,42,50,59,35,53,59,40,85,87,90,86
Lonnie Walker IV,Moments of the Week 7,85,0,0,0,1,0,SG,77,83,84,85,62,78,85,82,40,85,84,48,48,53,85,94,93,83,64,95,70,80,84,86,79,45,79,55,82,82,66,84,82,76,82,62,73,80,25,65,90,85
Kemba Walker,Moments of the Week 8,95,0,0,0,0,1,PG,73,89,94,93,98,90,98,94,25,30,90,35,28,60,95,90,90,81,50,98,95,85,90,96,87,88,88,42,82,82,78,84,82,75,82,50,75,85,34,54,80,95
Joel Embiid,Moments of the Week 8,94,1,0,0,0,0,C,84,92,84,82,98,80,98,80,90,85,96,95,92,93,95,70,69,84,94,95,95,68,61,50,40,67,58,93,60,93,88,69,64,78,54,93,96,95,90,95,50,94
Jaren Jackson Jr.,Moments of the Week 8,94,0,1,0,0,0,PF,83,90,91,92,88,82,98,77,95,80,84,92,86,85,80,75,76,75,72,95,95,90,64,35,37,33,50,83,71,84,79,76,71,80,49,95,90,80,94,94,50,94
Karl-Anthony Towns,Moments of the Week 8,93,1,0,0,0,0,C,84,94,87,93,98,90,98,85,95,85,90,95,86,84,98,78,78,85,90,98,98,82,68,65,60,65,72,74,50,79,74,68,60,81,41,89,81,60,82,91,85,93
Bam Adebayo,Moments of the Week 8,92,1,0,0,0,0,C,82,92,76,50,94,80,90,82,90,80,82,52,82,72,95,75,75,90,84,95,96,94,67,69,74,84,85,89,82,88,70,77,84,68,79,89,78,85,94,95,60,92
Devonte Graham,Moments of the Week 8,92,0,0,0,0,1,PG,74,84,92,95,84,85,95,88,25,60,85,36,30,32,75,93,93,85,34,95,95,80,93,86,84,82,84,30,80,65,66,83,75,70,80,32,69,70,33,46,90,92
Tobias Harris,Moments of the Week 8,91,0,0,1,0,0,SF,81,88,89,91,98,87,98,88,65,70,84,84,70,70,95,78,74,79,73,95,85,80,72,86,79,47,80,79,79,79,69,80,79,67,59,69,68,75,70,78,60,91
Dillon Brooks,Moments of the Week 8,88,0,0,0,1,0,SG,78,92,88,84,95,88,90,90,60,85,90,64,55,59,95,79,79,85,58,95,85,85,76,86,79,69,82,57,79,79,55,79,84,58,75,65,52,75,54,59,98,88
Norman Powell,Moments of the Week 8,88,0,0,0,1,0,SG,76,89,77,85,95,83,90,84,25,90,79,28,30,32,95,85,85,95,46,95,92,80,79,86,79,72,79,50,86,84,78,86,86,57,84,50,57,80,33,53,95,88
Seth Curry,Moments of the Week 8,88,0,0,0,1,0,SG,74,88,89,94,95,85,95,81,25,36,79,30,27,35,89,84,84,84,41,98,95,80,84,86,84,74,82,25,79,54,55,79,79,43,74,42,43,65,35,42,85,88
Kyle Lowry,Moments of the Week 9,95,0,0,0,0,1,PG,73,90,86,92,94,88,95,92,25,25,88,40,38,44,95,90,90,84,80,96,97,79,90,90,92,89,92,58,93,92,86,93,93,92,93,51,88,90,35,57,80,95
Jayson Tatum,Moments of the Week 9,95,0,0,1,0,0,SF,80,88,94,94,97,88,98,92,50,95,84,57,50,68,84,89,88,92,60,95,75,80,84,86,74,40,85,50,87,84,79,87,85,70,46,61,70,85,39,69,70,95
Spencer Dinwiddie,Moments of the Week 9,94,0,0,0,1,0,SG,78,95,85,91,98,88,98,94,35,50,92,42,50,58,95,87,87,85,55,97,95,70,87,86,89,92,88,42,74,68,70,78,59,68,52,42,68,70,54,56,75,94
Rudy Gobert,Moments of the Week 9,92,1,0,0,0,0,C,85,84,60,25,98,69,85,76,95,75,91,79,79,55,98,60,60,74,95,97,87,80,39,32,25,35,55,97,61,97,95,62,88,94,57,96,97,97,94,95,50,92
Hassan Whiteside,Moments of the Week 9,92,1,0,0,0,0,C,84,92,78,39,80,45,90,70,85,71,69,88,75,64,85,66,57,70,92,95,95,66,42,35,60,31,50,90,53,92,80,48,60,84,41,97,90,90,96,98,85,92
Dennis Schroder,Moments of the Week 9,91,0,0,0,0,1,PG,73,90,81,83,78,82,95,93,25,45,89,27,25,38,85,95,95,74,46,97,90,78,95,90,94,89,94,34,85,82,72,86,84,64,84,35,64,85,33,53,80,91
Jamal Murray,Moments of the Week 9,89,0,0,0,0,1,PG,76,85,90,91,98,92,98,90,30,75,80,34,38,46,84,87,87,80,54,95,80,70,87,90,88,84,88,35,82,83,68,83,80,54,41,50,67,85,39,52,75,89
Jordan Clarkson,Moments of the Week 9,88,0,0,0,1,0,SG,77,92,91,86,84,88,95,92,25,80,92,38,30,37,82,84,84,85,54,90,85,85,84,86,84,74,84,43,75,74,68,79,68,58,61,37,58,70,44,49,85,88
Patrick Mills,Moments of the Week 9,88,0,0,0,0,1,PG,72,87,88,92,95,85,95,86,25,25,79,30,25,37,95,90,90,76,51,90,95,74,90,86,88,87,89,27,65,61,70,78,61,60,65,35,60,40,32,47,90,88
John Havlicek,Multidimensional,92,0,0,1,0,0,SF,77,90,90,90,95,87,90,90,40,75,80,68,74,79,90,78,78,68,80,99,97,98,76,85,75,74,78,65,89,88,98,87,90,86,90,64,86,90,65,72,70,96
Michael Jordan,Multidimensional,91,0,0,0,1,0,SG,78,89,85,69,98,90,95,90,70,95,89,80,38,74,96,93,93,97,52,98,90,99,86,86,70,68,72,59,89,88,97,89,85,95,89,65,95,90,50,49,90,99
Dave Debusschere,Multidimensional,89,0,1,0,0,0,PF,78,80,83,76,90,80,80,90,85,85,88,88,88,87,98,69,69,85,92,98,90,90,39,72,75,72,80,88,66,88,85,76,85,88,92,92,98,85,89,97,55,89
Wilt Chamberlain,Multidimensional,89,1,0,0,0,0,C,85,87,58,43,90,58,95,75,85,75,80,88,92,80,95,73,60,85,85,90,98,99,25,44,60,55,64,85,48,89,77,48,80,97,64,87,95,80,86,86,70,91
LeBron James,Multidimensional,87,0,0,1,0,0,SF,80,70,72,65,98,61,80,90,67,77,75,81,70,82,90,90,90,92,81,91,87,99,84,78,82,78,90,63,70,72,89,85,75,96,41,45,95,40,32,71,95,99
Danny Ainge,Multidimensional,86,0,0,0,1,0,SG,76,75,89,93,95,94,85,79,25,60,85,25,25,51,85,76,76,75,31,85,80,86,76,86,85,79,84,43,76,78,73,76,78,66,75,30,66,75,36,45,80,86
Darrell Armstrong,Multidimensional,85,0,0,0,0,1,PG,72,80,86,82,94,79,80,84,25,90,76,25,25,29,95,88,88,88,44,84,92,80,88,86,84,82,88,32,74,68,78,80,42,67,81,40,67,70,29,41,90,85
Jermaine O'Neal,Multidimensional,85,1,0,0,0,0,C,83,92,82,25,95,79,85,70,85,65,84,84,83,80,95,48,48,46,85,72,59,60,32,38,34,28,35,85,28,80,69,28,59,82,55,85,82,80,90,85,95,90
Ben Wallace,Multidimensional,84,1,0,0,0,0,C,81,71,45,25,80,44,45,55,75,65,67,45,60,48,98,67,50,85,92,91,98,90,32,45,54,34,55,90,49,90,97,49,90,97,77,90,98,90,82,86,98,89
Matt Barnes,Multidimensional,83,0,0,1,0,0,SF,79,79,78,85,60,73,30,72,40,68,45,42,52,52,81,79,78,85,69,94,85,75,68,60,62,61,56,74,85,85,83,85,85,74,60,52,74,85,47,76,85,83
Pat Connaughton,Multidimensional,83,0,0,0,1,0,SG,76,84,84,85,80,73,90,80,30,85,70,30,35,34,98,82,82,98,45,95,95,80,78,70,74,68,75,35,70,65,65,74,62,72,40,56,64,50,50,63,90,83
Charlie Ward,Multidimensional,82,0,0,0,0,1,PG,74,74,78,85,98,71,80,79,25,30,75,30,30,35,95,83,83,80,50,90,76,71,83,75,75,70,77,34,82,90,81,85,89,77,90,51,77,90,49,50,95,82
Gilbert Arenas,New Year's Resolutions,96,0,0,0,0,1,PG,75,95,96,95,98,92,90,95,35,95,96,74,60,88,98,96,96,95,78,98,96,95,96,95,93,84,93,67,79,75,78,85,78,84,75,50,88,75,54,62,50,96
Bob Pettit,New Year's Resolutions,96,0,1,0,0,0,PF,81,98,95,96,98,82,98,77,90,75,97,95,94,96,95,66,60,82,88,98,98,88,59,62,62,70,69,90,49,82,84,49,78,84,76,88,86,80,95,98,50,96
DeMar DeRozan,New Year's Resolutions,95,0,0,0,1,0,SG,79,98,97,65,98,90,98,96,55,97,98,86,69,86,94,93,93,97,70,98,95,92,86,86,78,73,79,70,90,74,80,92,82,82,86,51,72,65,74,78,60,95
Rajon Rondo,New Year's Resolutions,94,0,0,0,0,1,PG,73,75,74,76,92,64,70,97,25,30,81,50,60,50,95,97,97,79,48,98,90,85,97,92,96,90,96,36,92,85,94,97,93,78,98,37,78,98,46,65,50,94
Hedo Turkoglu,New Year's Resolutions,92,0,0,1,0,0,SF,82,90,93,94,85,86,95,84,80,70,89,84,79,84,95,79,79,70,80,90,80,95,79,86,82,87,82,60,71,68,70,78,62,75,70,65,80,60,75,70,60,92
Tony Allen,New Year's Resolutions,92,0,0,0,1,0,SG,76,92,72,72,92,70,35,91,35,90,90,52,42,63,96,84,84,92,75,90,95,70,84,86,78,36,79,60,97,96,97,97,95,85,96,53,90,97,68,60,65,92
Deandre Ayton,New Year's Resolutions,92,1,0,0,0,0,C,85,98,76,60,97,75,95,79,90,75,64,85,84,82,94,75,75,82,92,95,76,85,67,60,53,38,70,78,49,95,72,61,69,82,41,95,78,90,94,94,40,92
Shaun Livingston,New Year's Resolutions,89,0,0,0,0,1,PG,79,96,94,45,98,86,95,86,40,70,84,84,64,84,98,84,84,80,64,95,95,72,84,84,87,84,92,60,83,84,79,83,85,68,85,62,68,85,49,44,90,89
Markelle Fultz,New Year's Resolutions,89,0,0,0,0,1,PG,76,95,84,79,94,88,95,92,30,90,92,44,42,48,95,91,91,95,64,95,95,80,91,87,91,92,91,50,86,80,68,87,82,78,84,47,67,85,57,51,60,89
DeAndre Jordan,New Year's Resolutions,89,1,0,0,0,0,C,83,91,42,25,98,59,80,57,97,96,84,69,68,50,92,69,54,84,93,95,98,95,25,30,25,31,66,90,54,91,84,54,75,86,62,90,86,90,91,92,98,89
Michael Carter-Williams,New Year's Resolutions,86,0,0,0,0,1,PG,78,85,70,62,98,79,95,90,45,80,85,48,47,59,98,84,84,79,50,98,97,77,84,86,85,92,95,55,84,67,91,85,76,85,84,70,85,75,59,60,75,86
Andre Roberson,New Year's Resolutions,85,0,0,0,1,0,SG,79,40,54,50,95,32,90,84,80,85,62,51,72,72,85,82,82,86,86,95,95,80,74,79,75,31,74,86,86,90,90,87,80,80,86,84,93,90,84,88,90,85
LeBron James,Out of Position,99,0,0,0,0,1,PG,80,99,97,94,98,90,98,99,95,98,98,97,91,97,98,97,97,97,93,98,98,99,97,94,98,97,98,90,97,95,89,97,98,96,92,90,95,98,90,90,25,99
Draymond Green,Out of Position,99,0,0,0,0,1,PG,79,95,88,90,95,88,95,94,85,85,85,84,86,84,98,90,90,89,94,98,98,88,90,86,92,91,96,97,97,98,97,97,98,96,90,92,98,98,94,94,25,99
Dennis Rodman,Out of Position,98,0,0,0,1,0,SG,79,92,85,87,40,82,95,94,95,85,78,62,75,48,98,93,93,90,86,98,98,88,90,86,83,40,85,94,98,97,96,99,95,96,97,88,96,98,99,97,25,98
Russell Westbrook,Out of Position,95,1,0,0,0,0,C,75,97,94,95,50,98,98,98,85,97,97,73,45,76,98,99,99,97,90,98,98,95,99,91,90,93,95,89,94,92,85,96,85,94,90,80,86,90,95,97,25,95
Spud Webb,Out of Position,92,1,0,0,0,0,C,67,94,90,86,98,97,95,94,85,98,85,45,44,56,98,99,99,98,70,98,98,83,99,92,97,92,94,70,93,92,56,96,92,50,95,60,50,90,75,74,50,92
Ray Allen,Prime Reward,99,0,0,0,1,0,SG,77,96,97,99,98,99,95,96,40,90,94,70,64,70,98,95,95,90,70,98,82,85,90,92,84,78,89,65,95,97,84,95,95,78,95,69,78,95,59,64,90,99
Kevin Garnett,Prime Reward 2,99,0,1,0,0,0,PF,83,99,97,94,98,92,98,96,98,95,98,97,98,98,98,94,94,98,92,98,98,98,88,86,80,69,90,98,94,98,88,95,95,80,88,98,80,98,98,98,35,99
Tim Duncan,Prime Series I,97,1,0,0,0,0,C,83,95,95,80,98,88,98,84,98,85,95,98,98,93,98,80,79,85,98,98,98,95,40,69,78,53,81,98,70,98,78,70,92,75,85,96,75,98,97,98,25,98
Derrick Rose,Prime Series I,97,0,0,0,0,1,PG,75,97,95,87,85,90,98,98,70,98,98,60,55,74,98,99,99,98,70,98,85,95,99,98,95,88,93,50,88,88,79,92,92,88,89,50,84,90,65,70,30,97
Tracy McGrady,Prime Series I,97,0,0,0,1,0,SG,80,90,95,96,98,90,98,94,75,97,90,70,61,84,98,96,96,98,63,98,80,80,95,96,80,67,80,66,94,95,81,94,95,80,95,65,80,95,65,62,25,97
Wilt Chamberlain,Prime Series I,96,1,0,0,0,0,C,85,97,70,43,98,75,98,86,95,85,95,97,95,95,95,85,85,97,95,99,98,99,25,44,68,60,69,95,59,93,89,59,85,97,70,95,95,90,96,98,50,97
John Stockton,Prime Series I,96,0,0,0,0,1,PG,73,93,92,95,98,90,98,95,25,25,71,25,25,29,85,95,95,84,69,98,98,99,95,93,98,98,98,50,96,97,97,97,98,90,99,35,90,98,37,45,50,97
Oscar Robertson,Prime Series II,99,0,0,0,0,1,PG,77,98,97,96,98,96,98,98,75,90,95,92,91,92,98,97,97,92,89,98,95,88,97,95,98,98,98,82,96,95,94,97,98,95,92,84,95,98,94,95,35,99
Ben Simmons,Prime Series II,99,0,0,0,0,1,PG,82,98,94,77,98,84,98,98,90,97,98,84,92,92,98,97,97,98,88,98,97,86,94,92,95,90,95,84,95,95,85,95,97,85,97,89,86,95,89,90,50,99
Kevin Durant,Prime Series II,99,0,0,1,0,0,SF,81,95,97,97,97,95,98,97,75,90,92,84,74,92,95,95,95,92,75,98,90,84,90,95,89,74,92,80,95,95,86,96,90,76,90,85,75,95,82,86,45,99
Dwyane Wade,Prime Series II,98,0,0,0,1,0,SG,76,95,95,93,70,89,95,97,35,95,90,84,67,89,90,96,96,90,65,98,85,68,96,92,90,80,90,65,95,93,81,96,92,92,95,90,95,90,70,80,25,98
Kristaps Porzingis,Prime Series II,97,0,1,0,0,0,PF,87,95,90,92,98,86,95,78,95,75,90,88,87,85,95,77,76,85,78,95,85,72,69,65,50,45,40,82,62,90,69,68,68,75,58,89,88,85,88,90,50,97
Kawhi Leonard,Prime Series III,99,0,0,1,0,0,SF,79,97,99,98,95,97,98,97,90,97,95,96,90,98,98,97,97,98,96,98,98,79,96,92,94,89,94,96,99,99,97,99,98,88,99,97,96,99,90,90,25,99
Paul George,Prime Series III,99,0,0,1,0,0,SF,81,98,97,97,97,94,98,97,90,99,96,89,80,96,98,97,97,98,88,98,95,85,95,92,94,84,90,90,98,97,94,98,98,94,98,90,92,98,85,89,25,99
Lamar Odom,Prime Series III,99,0,0,1,0,0,SF,82,97,95,95,80,92,98,95,85,95,92,88,94,92,98,95,95,95,94,98,98,85,92,88,88,81,84,92,92,90,94,94,90,94,89,88,92,90,95,95,25,99
Luka Doncic,Prime Series III,99,0,0,0,0,1,PG,79,98,95,98,98,95,98,97,60,85,98,80,79,90,98,94,94,89,84,98,98,85,94,97,98,98,98,86,89,90,68,92,89,68,89,75,74,90,84,92,25,99
Yao Ming,Prime VIP,96,1,0,0,0,0,C,90,98,94,75,98,94,98,78,90,70,94,97,97,75,98,37,30,59,94,95,95,97,25,51,60,43,70,94,26,94,72,40,72,92,55,95,92,90,95,96,50,96
DeMarcus Cousins,Prime VIP,95,1,0,0,0,0,C,83,96,91,88,98,84,98,87,97,82,97,94,97,96,98,76,74,79,97,98,90,95,66,70,60,72,84,86,42,86,75,42,77,83,65,72,84,85,92,98,65,95
Dikembe Mutombo,Prime VIP,95,1,0,0,0,0,C,86,90,55,25,98,74,85,69,97,85,85,85,92,68,95,74,69,90,90,85,80,95,25,29,45,32,45,95,32,95,86,60,85,95,58,96,95,95,94,95,98,95
Kevin Love,Prime VIP,95,0,1,0,0,0,PF,82,96,94,92,97,88,98,72,85,55,82,94,94,92,98,65,31,70,94,95,95,75,25,52,68,46,77,78,30,78,69,30,72,84,59,70,76,75,92,97,98,95
Julius Erving,Prime VIP,94,0,0,1,0,0,SF,78,89,80,73,98,84,98,93,80,96,82,75,69,70,95,85,81,98,85,95,95,95,81,85,74,65,84,74,90,96,95,85,90,91,75,60,91,90,63,55,98,94
Paul George,Prime VIP,94,0,0,1,0,0,SF,81,90,85,86,97,84,98,90,55,97,84,78,40,74,95,88,88,98,65,97,90,85,83,86,78,66,75,79,95,94,94,94,92,94,89,50,92,95,43,75,35,94
John Wall,Prime VIP,94,0,0,0,0,1,PG,76,92,85,79,96,84,95,96,25,90,84,42,35,57,95,97,97,95,60,95,95,84,97,90,89,95,96,38,87,82,86,87,92,76,85,62,86,85,32,50,80,94
Carmelo Anthony,Prime VIP,94,0,0,1,0,0,SF,80,88,95,93,95,90,98,90,55,85,88,85,64,92,80,92,92,90,82,98,82,80,87,91,74,63,72,80,80,73,74,83,72,78,61,47,74,80,39,84,45,94
Kobe Bryant,Prime VIP,94,0,0,0,1,0,SG,78,84,94,89,85,85,90,90,35,95,85,70,57,84,85,90,90,95,70,98,85,95,85,86,74,65,74,74,92,90,64,90,92,60,90,51,60,90,46,54,65,98
Luka Doncic,Prime VIP,94,0,0,1,0,0,SF,79,94,86,86,98,87,95,91,37,65,94,47,28,49,98,82,82,79,70,95,95,85,82,86,84,82,85,45,79,74,68,79,75,68,75,44,74,80,41,77,98,94
Billy Cunningham,Prime VIP,92,0,0,1,0,0,SF,78,95,84,74,98,80,98,90,90,90,92,92,79,79,91,75,74,95,87,98,95,90,69,77,78,72,82,79,72,80,80,72,80,86,88,70,72,85,92,95,80,92
Penny Hardaway,Prime VIP,92,0,0,0,0,1,PG,79,84,80,77,98,80,95,87,70,80,84,74,63,77,95,83,83,80,68,98,95,85,83,88,87,90,86,70,88,78,80,74,85,88,80,70,84,75,70,79,97,93
Grant Hill,Prime VIP,92,0,0,1,0,0,SF,80,88,86,79,98,82,90,86,70,85,70,72,60,79,98,85,85,80,70,97,80,92,80,86,78,80,84,68,85,85,95,85,84,79,84,68,80,85,70,79,70,92
David Robinson,Prime VIP,92,1,0,0,0,0,C,85,94,88,72,96,79,90,75,85,75,85,90,85,86,95,72,70,80,90,90,95,75,49,54,40,62,48,90,43,89,82,69,88,96,68,90,96,90,80,82,85,96
Joakim Noah,Prime VIP,92,1,0,0,0,0,C,83,92,64,26,96,59,85,57,85,65,79,74,79,52,95,70,68,78,90,92,95,72,54,42,50,72,62,96,59,95,97,64,75,75,61,90,95,95,95,92,92,92
Bruce Bowen,Prime VIP,92,0,0,1,0,0,SF,79,65,88,91,98,63,98,70,35,65,79,74,35,48,98,78,75,67,75,91,85,80,68,76,77,38,80,64,94,95,95,94,88,92,69,61,91,97,36,47,98,92
